status_enc,url_length,url_dot,url_slash,url_hyphen,url_at,url_underline,url_plus,url_hashtag,url_digits,url_special,url_percent,url_equal,url_and,url_qm,url_asterisk,url_uppercase,uppercase_ratio,digits_ratio,ascii_space,domain_length,subdomain_len,domain_digits,domain_scheme,domain_dots,domain_vowels,pre_suf_fix,tld_enc,subdomain_enc,port_enc,dir_presence,dir_heirarchy,dir_slash,dir_hyphen,dir_digits,dir_percentage,filetype_length,query_presence,query_length,query_hyphen,query_equal,query_at,query_digits,Qdigits_ratio,filetype_enc,short_url,redirection,url_email,url_validation,ip_class,domain_age
0,0,2,3,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,1,2,3,0,1,2,6,0,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,3
1,1,2,4,0,0,0,0,0,22,64,0,0,0,0,1,1,64,2,1,2,3,0,1,2,6,0,73,1262,6,1,2,2,0,22,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
1,0,4,3,0,0,0,0,0,9,36,0,0,0,0,1,0,0,4,1,3,16,9,1,4,4,0,73,2310,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,2,2
1,1,2,6,0,0,1,0,0,0,61,0,0,0,0,1,0,0,0,1,1,0,0,1,1,3,0,73,0,6,1,4,4,0,0,0,2,0,0,1,0,0,0,0,38,1,0,0,1,1,3
0,1,2,4,0,0,0,0,0,14,66,0,1,0,1,1,6,11,4,1,2,7,0,0,2,6,0,73,177,6,1,2,2,0,0,0,1,1,2,1,1,0,0,1,76,0,0,0,1,1,3
0,0,2,3,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,1,3,3,0,0,2,8,0,191,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
1,1,5,10,0,0,2,0,0,0,113,0,1,0,0,1,1,113,0,1,2,0,0,1,1,6,0,73,0,6,1,8,8,0,0,0,2,0,0,1,0,0,0,0,38,0,0,0,1,0,2
0,1,2,2,4,0,0,0,0,0,41,0,0,0,0,1,0,0,0,1,3,23,0,1,2,6,1,73,2335,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,0
0,0,2,3,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,1,1,3,0,1,2,1,1,55,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,0
0,0,2,2,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,1,2,13,0,1,2,7,1,73,1519,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
1,1,2,7,2,0,0,0,0,0,84,0,0,0,0,1,0,0,0,1,3,0,0,1,1,13,0,73,0,6,1,5,5,2,0,0,2,0,0,1,0,0,0,0,54,0,0,0,1,1,3
1,0,2,3,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,2,4,0,1,2,3,0,73,2097,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
1,1,2,9,2,0,0,0,0,29,98,0,0,0,0,1,0,0,3,1,3,3,0,1,2,9,1,139,2178,6,1,7,7,1,29,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
0,0,1,2,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,176,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,2,4,0,0,4,0,0,0,65,0,0,0,0,1,4,16,0,1,2,4,0,1,2,8,0,251,2147,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,1,2,7,1,0,4,0,0,4,131,0,1,0,1,1,26,5,32,1,3,12,0,0,2,7,1,73,838,6,1,5,5,0,4,0,1,1,0,1,1,0,0,0,76,1,0,0,1,1,3
0,1,2,4,1,0,0,0,0,0,50,0,0,0,0,1,0,0,0,1,2,3,0,0,2,6,1,73,2178,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,1,2,4,0,0,0,0,0,0,51,0,0,0,0,1,4,12,0,1,3,13,0,1,2,12,0,73,923,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,2
0,1,3,5,0,0,0,0,0,6,45,0,0,0,0,1,0,0,7,1,1,3,0,0,2,1,0,154,2178,6,1,3,3,0,6,0,2,0,0,1,0,0,0,0,37,0,0,0,1,1,3
1,1,2,8,0,0,0,0,0,43,159,0,2,1,1,1,4,39,3,1,1,0,0,1,1,5,0,230,0,6,1,6,6,0,0,0,2,1,3,1,2,0,0,2,54,0,0,0,1,0,0
1,1,2,4,1,0,0,0,0,10,44,0,0,0,0,1,0,0,4,1,2,3,3,0,2,5,0,73,2178,6,1,2,2,1,7,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
1,1,3,4,1,1,0,0,0,8,103,0,1,0,1,1,14,7,12,1,2,4,0,0,2,8,0,73,1871,6,1,1,1,0,0,0,1,1,3,0,1,1,1,8,76,0,0,1,1,0,2
1,1,4,5,0,0,0,0,0,0,46,0,0,0,0,1,3,15,0,1,2,12,0,1,3,6,0,139,1477,6,1,3,3,0,0,0,2,0,0,1,0,0,0,0,37,0,0,0,1,3,0
0,1,2,4,0,0,1,0,0,0,45,0,0,0,0,1,3,15,0,1,1,2,0,0,2,7,0,251,1619,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,1,3,5,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,1,3,3,0,1,3,9,0,68,2178,6,1,3,3,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,0
1,1,3,4,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,1,2,3,0,1,2,5,0,73,2178,6,1,2,2,0,0,0,2,0,0,1,0,0,0,0,54,0,0,0,1,1,3
1,1,2,5,0,0,0,0,0,23,81,0,0,0,0,1,1,81,3,1,3,3,0,1,2,8,0,73,2178,6,1,3,3,0,23,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,2,4,10,0,0,0,0,0,112,0,0,0,0,1,1,112,0,1,3,16,0,1,2,9,0,73,1670,6,1,2,2,10,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,1,3
1,1,2,4,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,1,1,5,0,0,2,6,0,73,1758,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,3
1,1,2,7,2,0,2,0,0,8,99,0,0,0,0,1,23,4,12,1,1,4,0,0,2,5,0,73,585,6,1,5,5,2,8,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,3
0,1,2,3,1,0,0,0,0,0,45,0,0,0,0,1,0,0,0,1,3,3,0,0,2,8,0,73,2178,6,1,1,1,1,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,1,5,4,1,0,0,0,0,2,60,0,0,0,0,1,0,0,30,1,3,23,2,1,4,6,0,73,1725,6,1,2,2,1,0,0,2,0,0,1,0,0,0,0,54,1,0,0,1,2,2
0,1,3,10,0,0,3,0,0,6,74,0,0,0,0,1,5,14,12,1,2,7,0,1,2,5,0,73,1864,6,1,8,8,0,6,0,2,0,0,1,0,0,0,0,52,0,0,0,1,1,3
0,1,3,4,3,0,0,0,0,0,61,0,0,0,0,1,0,0,0,1,2,3,0,1,2,5,1,73,2178,6,1,2,2,2,0,0,2,0,0,1,0,0,0,0,38,0,0,0,1,2,3
1,1,4,2,0,0,0,0,0,5,40,0,0,0,0,1,0,0,8,1,3,20,5,0,4,8,0,73,1194,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,2,2
1,1,3,4,0,0,0,0,0,2,52,0,0,0,0,1,0,0,26,1,2,3,0,1,2,7,0,73,2178,6,1,2,2,0,2,0,2,0,0,1,0,0,0,0,38,0,0,0,1,1,3
1,1,7,4,1,1,0,0,1,0,88,0,0,0,0,1,0,0,0,1,2,13,0,0,3,9,0,73,1836,6,1,2,2,0,0,0,2,0,0,1,0,0,0,0,37,1,0,1,1,2,3
0,1,2,4,0,0,0,0,0,2,74,1,1,0,1,1,0,0,37,0,1,0,0,1,1,3,0,73,0,6,1,2,2,0,0,0,2,1,2,1,1,0,0,13,15,0,0,0,1,1,3
0,1,2,4,1,0,1,0,0,3,46,0,0,0,0,1,0,0,15,1,1,3,0,1,2,4,0,73,2178,6,1,2,2,1,3,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,3,4,0,0,0,0,0,0,54,0,0,0,0,1,4,13,0,1,2,3,0,1,2,3,0,73,2178,6,1,2,2,0,0,0,2,0,0,1,0,0,0,0,52,0,0,0,1,1,0
1,1,1,6,1,0,0,0,0,0,54,0,0,0,0,1,0,0,0,1,2,0,0,1,1,7,1,107,0,6,1,4,4,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,2,4,0,0,1,0,0,0,38,0,0,0,0,1,4,9,0,1,1,2,0,0,2,7,0,251,666,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,2,5,3,0,0,0,0,0,67,0,0,0,0,1,0,0,0,1,1,3,0,1,2,3,0,73,2178,6,1,3,3,3,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
1,1,5,7,1,0,0,0,0,0,62,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4,0,176,0,6,1,5,5,1,0,0,2,0,0,1,0,0,0,0,37,0,0,0,1,2,3
1,1,3,6,0,0,0,0,0,4,59,0,0,0,0,1,0,0,14,1,2,0,0,1,1,6,0,73,0,6,1,4,4,0,4,0,2,0,0,1,0,0,0,0,24,0,0,0,1,1,3
1,1,4,3,0,0,0,0,0,1,57,0,0,0,0,1,0,0,57,1,3,15,1,0,3,14,0,73,589,6,1,1,1,0,0,0,2,0,0,1,0,0,0,0,38,0,0,0,1,2,0
0,0,1,4,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4,0,274,0,6,1,2,2,1,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,1,2,5,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,1,3,3,0,1,2,9,0,73,2178,6,1,3,3,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,0
0,0,2,4,0,0,0,0,0,0,37,0,0,0,0,1,1,37,0,1,1,2,0,0,2,7,0,251,666,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,0,2,2,0,0,0,0,0,1,36,0,0,0,0,1,0,0,36,1,3,16,1,1,2,9,0,73,652,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,2,2
1,1,2,7,0,0,0,0,0,2,52,0,0,0,0,1,0,0,26,1,2,0,0,1,1,6,0,73,0,6,1,5,5,0,2,0,2,0,0,1,0,0,0,0,54,0,0,0,1,3,3
1,0,2,3,0,0,0,0,0,8,32,0,0,0,0,1,0,0,4,1,2,11,8,1,2,4,0,73,186,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,2,2
0,0,1,3,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,0,73,0,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,0,3,3,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,1,2,3,0,1,3,6,0,59,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
1,1,2,8,1,0,0,0,0,28,92,0,0,0,0,1,0,0,3,1,2,0,0,1,2,8,0,75,0,6,1,6,6,1,28,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,3
0,1,2,7,7,0,0,0,0,6,102,0,0,0,0,1,7,14,17,1,1,3,0,1,2,3,0,73,2178,6,1,5,5,7,6,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,0,2,3,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,1,2,3,0,0,2,6,0,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,3
0,0,2,3,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,2,3,0,0,2,5,0,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,1,4,9,1,0,2,0,0,1,119,0,0,0,1,1,3,39,119,1,2,17,0,1,2,9,0,73,995,6,1,7,7,1,1,0,2,1,2,1,0,0,0,0,54,0,0,0,1,1,2
0,1,2,6,0,0,0,0,0,4,59,0,0,0,0,1,3,19,14,1,2,3,0,0,2,6,0,73,2178,6,1,4,4,0,4,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
0,1,2,3,2,0,0,0,0,0,54,0,0,0,0,1,0,0,0,1,2,0,0,1,1,6,0,73,0,6,1,1,1,2,0,0,2,0,0,1,0,0,0,0,54,0,0,0,1,1,3
1,1,3,3,1,1,0,0,0,41,151,0,0,0,0,1,22,6,3,1,1,0,0,1,1,4,0,324,0,6,1,1,1,1,41,0,2,0,0,1,0,0,0,0,38,0,0,1,1,0,0
0,1,3,5,5,0,0,0,0,3,84,0,0,0,0,1,0,0,28,1,3,3,0,1,2,9,0,73,2178,6,1,3,3,5,3,0,2,0,0,1,0,0,0,0,38,0,0,0,1,3,3
1,1,3,6,1,0,0,0,0,0,55,0,0,0,0,1,4,13,0,1,1,0,0,1,2,3,0,129,0,6,1,4,4,1,0,0,2,0,0,1,0,0,0,0,54,0,0,0,1,1,3
0,0,1,3,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,328,0,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,2,3,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,1,1,3,0,0,2,5,0,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
0,0,2,3,1,0,0,0,0,0,28,0,0,0,0,1,0,0,0,1,2,3,0,0,2,5,1,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,0,3,3,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,1,1,3,0,1,2,3,1,73,2178,6,1,1,1,0,0,0,2,0,0,1,0,0,0,0,38,0,0,0,1,3,0
0,0,1,2,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,0,273,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,3
1,0,1,4,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4,0,73,0,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
0,0,3,3,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,2,3,0,1,3,8,0,68,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,0,2,3,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,2,3,0,0,2,5,0,270,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,2
0,1,2,4,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,1,1,3,0,0,2,3,0,73,2178,6,1,2,2,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,0
1,0,1,3,0,0,0,0,0,4,22,0,0,0,0,1,3,7,5,1,0,0,0,0,1,1,0,212,0,6,1,1,1,0,4,0,1,0,0,1,0,0,0,0,76,1,0,0,1,1,0
1,1,3,5,0,0,0,0,0,2,52,1,0,0,0,1,9,5,26,0,1,3,0,1,2,4,0,73,2178,6,1,3,3,0,2,1,2,0,0,1,0,0,0,0,38,0,0,0,1,2,0
1,1,3,6,0,0,0,0,0,1,38,0,0,0,0,1,0,0,38,1,2,3,0,1,2,7,0,328,2178,6,1,4,4,0,1,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,0,3,3,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,1,2,3,0,0,3,5,0,87,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,1,4,4,1,0,0,0,0,8,76,0,0,0,0,1,0,0,9,1,3,32,0,1,4,17,1,73,1865,6,1,2,2,0,8,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,3
1,1,24,21,0,1,18,0,0,17,430,0,10,9,2,5,0,0,25,1,1,0,10,1,3,0,0,0,0,6,1,2,2,0,0,0,1,1,3,1,10,1,1,57,76,0,1,1,1,1,3
0,0,2,3,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,1,2,2,0,1,2,7,0,73,1619,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,1,0,0,1,0,3
0,1,3,3,5,0,0,0,0,5,73,0,0,0,0,1,0,0,14,1,2,13,0,1,2,6,0,73,1770,6,1,1,1,5,5,0,2,0,0,1,0,0,0,0,38,0,0,0,1,1,3
1,1,2,5,0,0,0,0,0,6,56,3,0,0,0,1,19,2,9,0,1,3,0,1,2,5,0,230,2178,6,1,3,3,0,6,3,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,1,1,5,7,0,0,0,0,0,70,0,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,73,0,6,1,3,3,7,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
1,1,3,5,0,0,1,0,0,0,70,0,0,0,0,1,0,0,0,1,2,12,0,1,2,9,0,139,130,6,1,3,3,0,0,0,2,0,0,1,0,0,0,0,38,0,0,0,1,3,3
0,1,2,5,1,0,0,0,0,4,52,0,0,0,0,1,0,0,13,1,2,3,0,1,2,5,0,73,2178,6,1,3,3,1,4,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,3
0,0,2,3,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,1,2,3,0,0,2,7,1,73,2178,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,3
1,1,4,6,0,0,0,0,0,22,90,0,0,0,0,1,0,0,4,1,2,3,0,0,2,6,0,73,2178,6,1,4,4,0,22,0,1,0,0,1,0,0,0,0,76,1,0,0,1,1,3
0,1,3,5,0,0,0,0,0,7,45,0,0,0,0,1,0,0,6,1,1,3,0,1,2,6,0,285,565,6,1,3,3,0,7,0,1,0,0,1,0,0,0,0,76,0,0,0,1,1,0
0,1,3,4,0,0,1,0,0,2,55,0,0,0,0,1,0,0,27,1,2,3,1,1,2,5,0,73,2178,6,1,2,2,0,1,0,2,0,0,1,0,0,0,0,38,0,0,0,1,3,0
1,1,3,6,2,0,0,0,0,5,65,0,0,0,0,1,0,0,13,1,1,3,2,1,2,2,0,73,2178,6,1,4,4,2,3,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,2
1,1,2,3,1,0,0,0,0,3,41,0,0,0,0,1,0,0,13,1,3,15,3,1,2,11,1,73,1985,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,1,2,4,1,0,1,0,0,12,71,0,1,0,1,1,1,71,5,1,3,0,0,0,1,12,1,73,0,6,1,2,2,0,5,0,2,1,1,1,1,0,0,1,54,0,0,0,1,0,2
1,1,2,7,0,0,0,0,0,6,83,0,1,0,1,1,11,7,13,1,1,5,0,0,2,6,0,73,608,6,1,4,4,0,6,0,1,1,1,1,1,0,0,0,76,0,0,0,1,2,3
1,1,1,5,1,0,0,0,0,25,73,0,0,0,0,1,1,73,2,1,2,0,0,1,1,8,0,73,0,6,1,3,3,1,25,0,1,0,0,1,0,0,0,0,76,0,0,0,1,2,0
1,1,2,3,2,0,0,0,0,9,44,0,0,0,0,1,0,0,4,1,3,19,3,1,2,6,1,73,1441,6,1,1,1,0,6,0,1,0,0,1,0,0,0,0,76,0,0,0,1,0,2
1,1,4,8,1,0,0,0,0,6,114,0,1,0,1,2,9,12,19,1,1,3,0,1,2,3,0,73,2178,6,1,2,2,0,0,0,1,1,3,0,1,0,0,12,76,0,1,0,1,1,3
1,1,4,4,1,0,2,0,0,20,127,0,3,2,1,1,2,63,6,1,3,32,0,0,4,17,1,73,1865,6,1,2,2,0,9,0,1,1,3,1,3,0,0,4,76,0,0,0,1,0,3
1,1,4,4,0,1,0,0,0,7,99,0,1,0,1,1,15,6,14,1,2,3,0,1,2,8,0,73,1769,6,1,1,1,0,0,0,1,1,3,1,1,1,1,9,76,0,0,1,1,3,0
1,1,2,7,1,0,0,0,0,0,56,0,0,0,0,1,0,0,0,1,2,3,0,1,2,4,1,73,2178,6,1,5,5,0,0,0,1,0,0,1,0,0,0,0,76,0,0,0,1,3,0
0,1,3,4,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,1,2,3,0,0,2,5,0,73,2178,6,1,2,2,0,0,0,2,0,0,1,0,0,0,0,15,0,0,0,1,1,0
